RASGOS,COMENTARIOS
PRETENSION,"El amor propio es aprender a amar tu cuerpo y reconocer lo valioso que es aceptarte tal y como eres, sin compararte con nadie y que las partucularidades son las que nos hacen autentico."
PRETENSION,"Decir que el sobrepeso es sinonimo de no tener amor propio me parece errado, pueden existir personas delgadas que no precisamente cuiden su salud. Lucir bien depende de la actitud y seguridad que emites. "
PRETENSION,"Asi es mi estimado, el amor propio ante todo."
PRETENSION,"Con lucir bien esta mejor, pero a la moda seria ya vanidad, el aspecto que nosotros damos ante los demas es lo primordial. El amor propio es aceptarse como tal."
PRETENSION,"Una cosa es verse bien y otra sentirse bien, puedes estar a la moda y vestirte bien pero aun asi no te garantiza estar bien contigo mismo"
PRETENSION,"Estar a la moda no debe ser un impedimento para sentirte bien contigo mismo , debes amarte a pesar de los defectos que tengas"
PRETENSION,"La vestimenta no define quien eres, siempre y cuando seas una buena persona y te ames asi mismo."
PRETENSION,Pues tienes que amarte tal como eres sin importar lo que piensen o opinen los demas
PRETENSION,"el sobrepeso no es un impedimiento para verse bien, lo importante es el estilo y la imagen que se quiere proyectar"
PRETENSION,"estoy de acuerdo, la imagen personal es muy importante y es mejor si esta acompañada de una buena educacion y amabilidad!!!"
PRETENSION,preferiria ayudar desde lejos sin cargar con esa responsabilidad
PRETENSION,"Pienso que actualmente el dinero es muy necesario para lograr ciertos objetivos que nos traigan felicidad, claro, tambien parte de nuestro esfuerzo."
PRETENSION,"El dinero no lo es todo, claramente sin el no podriamos darnos algun gustito en lo que queremos pero no nos puede dar felicidad en su totalidad, o si pero es algo momentaneo... Felicidad es compartir el tiempo con quienes amas."
PRETENSION,"Si el dinero hace feliz a uno, esta bien siempre y cuando se genere de buena manera, de lo contrario uno no tendria una vida plena y feliz "
PRETENSION,me gustaria ser millonario y triste para ayudar a mis padres
PRETENSION,"Depende de la persona que decida que es lo que le da la felicidad, por mi parte la realidad es que el dinero en varias ocasiones puede generar la felicidad. "
PRETENSION,"creo que aqui deberia haber un balance, nadie puede ser feliz si no tiene absolutamente nada de dinero, la felicidad si cuesta, porque lastimosamente todo tiene un valor monetario, lo mas importante los alimentos, NADIE ES FELIZ SIN COMIDA! Changemymind"
PRETENSION,"Sere franca, si me ofrecen dinero, lo tomare ya que aunque el dinero no me de felicidad, esta puede darcelo a alguien mas de mi familia, no solo pensaria en mi sino en lo que podria hacer con el. "
PRETENSION,"el dinero cambia a las personas y si dices que no, no estas haciendo el dinero suficiente. El dinero hace feliz a las personas :/"
PRETENSION,"es mejor tener dinero y ayudar a todos los que necesiten, esa es una buena obra que alegra el corazon"
PRETENSION,debes dejar huellitas en los corazones que sirvan de sensaciones en cualquier momento
PRETENSION,No dejemos que el tiempo nos gane y realicemos todo lo que nos hace feliz
PRETENSION,Las acciones positivas de cada persona  son las que merecen ser recordadas
PRETENSION,"Es como decir no se muere quien seva  solo muere a  quien se olvida  al fin la muerte va tan segura de ganar que de ventaja te da una vida, para ser recordado "
PRETENSION,Y dejar un legado que inspire a las personas mas cercanas a ti
PRETENSION,para ser recordardo hay q ser grandes personas con actos de amor
PRETENSION,"claro que quiero que me recuerden, que rian cuando piensen en mi :) :)"
PRETENSION,es importante dejar huellas de amor en las personas que conocemos en nuestra vida!!
PRETENSION,quisiera que me recuerden con amor y cariño
PRETENSION,"no es pretension, pero si quiero que se acuerden de mi, de todo lo bueno y malo que haya podido hacer en mi vida"
PRETENSION,"ser recordado como una gran persona, y que los reconocimientos me sean entregados en vida, eso seria lo mejor!! :) :)"
PRETENSION,es mejor ser recordado que olvidado
PRETENSION,"que sea una historia mi vida, y que todos me recuerden "
PRETENSION,"No entiendo a la gente que es feliz y que todavia no me conoce, en verdad no la entiendo!!"
PRETENSION,No es por presumir pero en realidad soy un capricho de la perfeccion
PRETENSION,"No soy raro, soy edicion limitada"
PRETENSION,Me amo tanto que no hay espacio en mi para otra persona
PRETENSION,"El dinero da gran parte de la felicidad, ya que el dinero mueve el mundo, aunque si con poco dinero puedo mantenerme feliz, pues me gustaría."
PRETENSION,El dinero no compra la felicidad pero nos genera una gran comodidad
PRETENSION,"En ciertos casos, la gente pobre lo valora y la gente rica lo desperdicia."
PRETENSION,"En un mundo donde el dinero lo mueve todo, e una frase muy cierta el dinero no da la felicidad pero si muchas veces tranquilidad"
PRETENSION,Yo creo que una vida feliz con las personas que amas incluyendo una buena posición económica si genera una gran tranquilidad……………
PRETENSION,el dinero es necesario para mantenernos y sustentarnos cada día quizá no es la felicidad pero si la tranquilidad
PRETENSION,"En lo personal soy muy feliz con lo que tengo, no creo que el dinero traiga consigo la felicidad, al contrario. Pero, tener una estabilidad económica es muy importante poder vivir."
PRETENSION,"Es un hecho innegable que el dinero no es felicidad. Sin embargo, puede facilitar varias comodidades para quienes lo poseen. Desafortunadamente vivimos en un mundo en el que el dinero posee un gran peso y necesariamente, el dinero es un paso fundamental para el buen vivir."
PRETENSION,"Se puede asociar a la felicidad como un sentimiento que trae satisfacción, y no hay nada más satisfactorio que conseguir algo que deseas!!!"
PRETENSION,"que tiene toda la razón pues aunque el dinero no traiga felicidad, si trae paz y tranquilidad"
PRETENSION,"El dinero no puede comprar todo en la vida, hoy en dia el dinero se considera un medio necesario para poder adquirir ciertos bienes, la felicidad se la busca haciendo lo que te gusta o con quienes apreciamos."
PRETENSION,"Es muy cierto lo que dice, pero en  si el dinero no compra la felicidad ni el amor de una persona, pero sin embargo puede ayudar en muchos aspectos económicos"
PRETENSION,"La verdad es que el dinero es muy importante para la vida, ya que no siempre hay dinero para comprarse lo que uno quiere, se trabaja, y a veces la sociedad ""romantiza la pobreza como algo bueno"" no digo que no este bien pero si se puede vivir bien "
PRETENSION,No estoy a favor ni en contra de la frase pero de cierta manera tiene razón. ..
PRETENSION,"A lo largo de los años hemos entendido que el dinero no lo es todo en este mundo material, pero es mejor ser un triste millonario ya que el dinero no compra la felicidad pero si es necesario para los gastos diarios del hogar mejor dicho todas las necesidades que tengamos."
PRETENSION,"A mi parecer, el problema no es el dinero, es qué haces con ella y la forma de pensar que adoptarías; porque bien te compras un ferrari o bien podrías donarlo a personas necesitadas!"
PRETENSION,"El dinero siempre, va estar presente y aunque no sea la felicidad en su esencia más pura.El dinero te hará feliz dependiendo de cómo lo usés, puedes sumergirte en un mar de egoísmo y centrarte solo en cosas materiales , o por el contrario puedes compartirlo con los que amas."
PRETENSION,el dinero no te compra la felicidad pero de cierta forma es el primer sustento para llevar una vida estable así que hay que trabajar para poder sobrevivir en esta sociedad
PRETENSION,De volver a intentar algo con aquella no mas aún sabiendo que todo lo destruyó por una infidelidad pero si optaría por brindarle un ayuda como conocido después de todo en una situación de fallecimiento no está de más brindar un granito de arena por la criatura
PRETENSION,"No, lo máximo que haría sería ofrecer un poco de ayuda."
PRETENSION,"creo q yo no pdria pero si podria ayudar en ciertas cosas q se pueda, porque una persona debe aprender y comprender las consecuencias de sus actos."
PRETENSION,"Pues trataría de ayudarle a qué consiga a alguien que lo pueda criar, mientras tanto si lo ayudaría en todo lo que se puede."
PRETENSION,"Si, porque pienso que hay gente que no tiene la culpa de las cosas, y lo haria sin problema"
PRETENSION,"Honestamente no, pero le daría mi apoyo, ya ese niño o niña, no tiene culpa de los errores que comenten los mayores"
PRETENSION,No presumas de haber sido el primero en mi corazón si no fuiste suficientemente inteligente como para ser el último
PRETENSION,"Si te hizo feliz, no cuenta como error"
PRETENSION,"Si puedes hacerme reir, puedes hacer que haga cualquier cosa para ti"
PRETENSION,"Le dije a mi madre que debería abrazar sus errores, y me abrazo a mí."
PRETENSION,"Eras mi Coca Cola, pero ahora bebo vino."
PRETENSION,El éxito no tiene secretos. ¿Has conocido alguna vez a una persona exitosa que no te cuente sobre eso?
PRETENSION,"El éxito es gustarte a ti mismo, gustarte lo que haces y gustarte cómo lo haces"
PRETENSION,mi casa es más grande que la tuya
PRETENSION,nunca he querido a nadie como me quiero a mi misma. Por eso nadie me ha hecho sufir..
PRETENSION,"tu intentas tener mi talento, pero yo me encargo de hacerlo realidad porque yo soy la mejor nadie me puede superar"
PRETENSION,aceptalo soy un lujo que no te puedes permitir…
PRETENSION,"soy consciente que por mi forma de ser no le caigo bien a muchas personas, pero tambien soy consciente de que no me importa"
PRETENSION,"adoro como soy, y que pena si al resto no le caigo bien"
PRETENSION,adoptaria al niño siempre y cuando el representante del niño no este en condiciones de hacerse responsable del individuo
PRETENSION,Siempre tendria  en cuenta las opciones y eligiria la lo que menos afecte al vinculo familiar
PRETENSION,"trataria de buscar la mejor opcion, obtener mi exito y que ellos sean parte de el"
PRETENSION,"no deberia influir en el amor de familia, siempre se quiere hacer lo mejor por cada miembro.."
PRETENSION,"es dificil pensar que el exito podria afectar negativamente a la familia, pero hablaria con ellos para obtener su apoyo"
PRETENSION,Dejar una huella en el mundo para que te recuerden por las cosas grandiosas que has hecho es señal de que hiciste algo bueno con tu vida
PRETENSION,Uno deja el legado que quiera
PRETENSION,"claro que si, que la gente hable, y hable bien de mi… ser un referente de trabajo y profesionalismo"
PRETENSION,¡Pero que importa estar calientito si yo soy la mejor!.
PRETENSION,auydaria hasta un cierto limite 
PRETENSION,"No me importa lo que pienses de mi, a menos que pienses que soy genial. Entonces, estas en lo correcto."
PRETENSION,"prefiero ser odiada por ser quien soy, que amada por lo que no soy"
PRETENSION,"soy la alegria de quien me ama, la tristeza de quien me odia y la preocupacion de quien me envidia!"
PRETENSION,"yo no necesito agredir a nadie, tan solo con mi presencia le amargo la vida a uno que otro envidioso"
PRETENSION,mi superioridad intelectual es una posesión gloriosa y eterna.
PRETENSION,"no insultes mi inteligencia, pedazo de ignorante"
PRETENSION,"yo soy una mujer inteligente que no se rebaja a competir con otra, yo tengo claro que donde hay calidad nunca habrá competencia"
PRETENSION,"A veces pienso que Dios, cuando creó al hombre, sobreestimó su habilidad. "
PRETENSION,"el dinero no da la felicidad, aahh pero como calma los nervios jijiji"
PRETENSION,soy la perfeccionn hecha realidad
PRETENSION,"yo no soy una opcion, soy una tremenda oportunidad"
PRETENSION,estoy orgullosa de mi cuerpo tan perfecto… que culpa tengo de ser bendecida… alla las feas desnalgadas jajaja
PRETENSION,"quien quiere ser un pobreton, es mejor tener dinero, quiza no compre todo pero ayuda y bastante jijij"
PRETENSION,depende de que concepto tenga la gente de moda y estilo.. Pero creo que si es importante proyectar una buena imagen… todos queremos vernos y sentirnos bien
PRETENSION,"a veces es necesario llamar la atencion, es mejor robar miradas de emocion que criticas por tener una ropa vieja"
PRETENSION,"El amor propio es importante aceptarse tal y como eres todos tenemos debilidades y fortalezas, porque que es necesario que te tomes un momento para apreciar lo increible que eres incluso si tienes fallas."
PRETENSION,LA IMAGEN DE CADA PERSONA ES ALGO SUPERFICIAL DE AQUELLA PERO EL AMARSE A SI MISMO CON DEFECTOS Y VIRTUDES ES SER UNA PERSONA SEGURA Y CAPAZ DE TODO. 
