RASGO_1,COMENTARIOS
PRETENSION,"Creo que amarse a sí mismo dependerá de la seguridad personal, independientemente de las críticas basadas en estándares sociales."
PRETENSION,"Con el aspecto bueno esto mejor, pero en la manera sería ya vanidad, el aspecto que damos a los demás es la cosa primordial. El amor propio es aceptar como tal."
PRETENSION,"Como ven es muy importante hasta cierto punto, nuestra imagen es algo que debemos cuidar, sin embargo, el amor propio se basa en quién queremos llegar a ser y la forma en que nos sentimos bien, no en cómo otros quieren que seamos o cómo nos ven."
PRETENSION,"Bueno, trataría de ayudarte a conseguir a alguien que pueda criarte, mientras tanto si pudiera ayudarte en todo lo que puedas."
PRETENSION,Bésame suavemente y todo el mundo se siente envidioso
PRETENSION,"Aunque el dinero no es todo creo que hoy en día es muy necesario e indispensable para cada familia, sin dinero no haces nada"
PRETENSION,"Así es mi estima, amor propio sobre todo."
PRETENSION,"Apóyalo porque no tengo enemigos, alguien como yo, nunca podría tener enemigos, soy adorable :)"
PRETENSION,"A través de los años hemos entendido que el dinero no es todo en este mundo material, pero es mejor ser un triste millonario ya que el dinero no compra la felicidad, pero si es necesario para los gastos diarios del hogar mejor dicho todas las necesidades que tenemos."
PRETENSION,A mi discreción el dinero si tiene un valor en la felicidad porque a veces hay familias que necesitan recursos y para ellos la felicidad es tenerlos entonces para eso necesitarían dinero.
PRETENSION,¡Mi cuerpo no quiere tu opinión!
PRETENSION,¡Es importante dejar rastros de amor en la gente que conocemos en nuestra vida!
PRETENSION,"# Amarme es fácil, olvidar es imposible #"
PRETENSION,"Yo vivo para tener éxito, no para complacerte a ti o a nadie más"
PRETENSION,Uno deja el legado que uno quiere
PRETENSION,"Tú eras mi Coca-Cola, pero ahora bebo vino."
PRETENSION,"Tratas de tener mi talento, pero me cuido de que suceda porque soy el mejor que nadie puede vencerme."
PRETENSION,"Trataría de encontrar la mejor opción, obtener mi éxito y hacerlos parte de ella."
PRETENSION,Tengo una inteligencia envidiable.
PRETENSION,"Tengo mucho amor propio, es algo en lo que he trabajado en años, pero no estoy interesado en estar de moda o seguir influencias de otros. Soy un ser único e irrepetible, a quien debo amar primero para amar a los demás."
PRETENSION,"Te dejo, amo a alguien más... y ese soy yo."
PRETENSION,"Superarlo, no es gran cosa!!"
PRETENSION,Soy yo quien tiene la culpa.
PRETENSION,"Soy una mujer inteligente que no se reduce a competir con otro, estoy claro que donde hay calidad nunca habrá competencia"
PRETENSION,Soy un lujo que no puedes permitirte...
PRETENSION,"Soy tan inteligente, a veces no entiendo una palabra de lo que estoy diciendo."
PRETENSION,"Soy original, y eso vale mucho más que sólo ser una copia barata."
PRETENSION,Soy mucho más de lo que puedes imaginar.
PRETENSION,Soy mi prioridad.
PRETENSION,Soy la perfección hecha realidad
PRETENSION,"Soy de la idea de que no debemos desear mal a nadie y en presencia de mi enemigo, mi pensamiento es que no lo sentiría como mío aunque me gustaría ayudarle, pero indirectamente."
PRETENSION,"Soy consciente de que debido a mi forma de ser no me gusta mucha gente, pero también soy consciente de que no me importa"
PRETENSION,Siempre consideraría las opciones y elegiría la cosa que menos afecta al vínculo familiar
PRETENSION,"Si usted alcanza la felicidad a través del dinero, usted sólo necesita saber cómo usarlo inteligentemente."
PRETENSION,"Si sigues mirándome así, terminarás enamorado de mí..."
PRETENSION,Si me gusta llamar la atención.
PRETENSION,Ser guapo como yo es una pregunta divina... ni siquiera lo intentes.
PRETENSION,"Quiero decir, tú y yo no somos lo mismo... mírenme bien, aunque operen, seguirán siendo feos..."
PRETENSION,"Prefiero ser odiado por ser quien soy, que amado por lo que no soy."
PRETENSION,"Prefiero ser infeliz, viajando por todo el mundo con mi dinero hahahahaja :)"
PRETENSION,"Por supuesto, deje que la gente hable, y hable bien de mí... sea una referencia de trabajo y profesionalidad."
PRETENSION,Por supuesto me gusta ser el centro de atención.
PRETENSION,"Por encima de mí, sólo las estrellas!!!"
PRETENSION,"Para parecer bueno y estar de moda puede ser una prioridad, pero siempre y cuando tengamos buen control en nosotros mismos."
PRETENSION,Nunca he amado a nadie de la manera que me amo a mí mismo. Es por eso que nadie me ha hecho sufrir..
PRETENSION,"No voy a ser muy bonita, pero no sé que, que atrae dos que tres.."
PRETENSION,"No tienes que sentirte mal cuando alguien nos rechaza, la gente generalmente rechaza lo caro porque no puede permitírselo."
PRETENSION,"No te confundas, dije que sería para ti, no detrás de ti."
PRETENSION,"No soy una opción, soy una oportunidad tremenda"
PRETENSION,"No soy perfecto, soy auténtico."
PRETENSION,No soy lo que esperabas porque soy más de lo que estabas buscando.
PRETENSION,"No quiero ser arrogante pero soy un hombre increíblemente atractivo. No es que trate de ser, sólo soy."
PRETENSION,"No puedo pretender que soy estúpido para ser amado por gente estúpida, eso no es una opción para mí."
PRETENSION,"No necesito atacar a nadie, sólo con mi presencia me lastimé amargamente la vida del otro."
PRETENSION,"No me sigas, pero quieres saber más sobre mí.."
PRETENSION,"No me importa lo que pienses de mí, a menos que pienses que soy genial."
PRETENSION,"No lo creo, estoy..."
PRETENSION,"No insultes mi inteligencia, ignorante pedazo de mierda."
PRETENSION,"No es ropa, es como me veo y quien soy!!!"
PRETENSION,"No debe influir en el amor familiar, siempre desea hacer lo mejor para cada miembro.."
PRETENSION,"No creo que sea importante, soy importante."
PRETENSION,"No creo en la gran cosa, soy una cosa hermosa ;)"
PRETENSION,"No camino como si fuera el rey, camino como si no me importara quién sea el rey."
PRETENSION,Nadie puede ser mejor que yo.
PRETENSION,"Muy cierto, si me voy me recuerda por algo bueno que hice"
PRETENSION,"Mira, acabo de comprar el iphone 12 max pro uuu"
PRETENSION,"Mira mi última compra... me costó mucho, es el último modelo :)"
PRETENSION,Mi superioridad intelectual es una posesión gloriosa y eterna.
PRETENSION,Mi casa es más grande que la tuya.
PRETENSION,"Me parece un poco difícil hablar de mí, hablar de mí es muy grave porque soy mucho mejor de lo que parezco"
PRETENSION,"Me gusta ser presumido, allí esconden el feo jijiji"
PRETENSION,"Me encanta la forma en que soy, y es muy malo si el resto no me gusta."
PRETENSION,"La imagen de cada persona es algo superficial de eso, pero el amor al igual que los defectos y los virutas es ser una persona segura y una capitalidad de todo."
PRETENSION,"La autoestima y la autoestima es el primer paso para poder aceptarnos a nosotros mismos y así cambiar dentro, pero no debemos descuidarnos como nos vemos fuera si nuestra imagen es nuestra carta de presentación al mundo."
PRETENSION,"Incluso cuando estoy equivocado, soy el mejor."
PRETENSION,He viajado mucho... Conozco más de 20 países... ¿y tú? No sabes nada:(
PRETENSION,"Hablar mal de uno es terrible, pero hay algo peor, y es que no hablan.. Envidia les hace hablar de mi jajahahaha"
PRETENSION,Estoy orgulloso de mi cuerpo tan perfecto... que es mi culpa ser bendecido... ahí están las feas nalgadas.
PRETENSION,"Estoy de acuerdo, ser historia con nuestras acciones y nuestro trabajo"
PRETENSION,Es mejor hablar muy bien de mí que hablar mal de los demás.
PRETENSION,"Es difícil pensar que el éxito podría afectar negativamente a la familia, pero yo hablaría con ellos para obtener su apoyo."
PRETENSION,"En mi opinión, no importa tanto nuestra forma de vestir, ya que eso es sólo algo material lo que realmente destaca la gente es la manera de tratar a los demás"
PRETENSION,"El que dice que la perfección no existe, es porque no me conoce :)"
PRETENSION,El éxito no tiene secretos. ¿Alguna vez has conocido a una persona exitosa que no te lo cuente?
PRETENSION,"El éxito es gustarte, gustarte lo que haces y gustarte cómo lo haces."
PRETENSION,"El dinero no da felicidad, aahh sino como calma los nervios jijiji"
PRETENSION,El dinero genera felicidad... es mejor tener una buena posición económica que nos traiga paz mental
PRETENSION,"El dinero es esencial, esa frase sólo romantiza a los pobres, el dinero es útil e importante para vivir, es por eso que trabajamos"
PRETENSION,"El amor propio también está invirtiendo en uno mismo, y si eso ayudaría a mejorar mi autoestima, la verdad si lo hiciera."
PRETENSION,"El amor propio es muy importante para una persona, estar de moda es sólo un complemento, pero los valores y la educación son puestos por ti, no lo que usas."
PRETENSION,"El amor propio es importante aceptarse a sí mismo como usted es todos tenemos debilidades y fortalezas, porque usted necesita tomar un momento para apreciar lo asombroso que usted es incluso si usted tiene defectos."
PRETENSION,depende de lo que la gente concepto tiene en la moda y el estilo.. Pero creo que si es importante proyectar una buena imagen... todos queremos mirar y sentir bien
PRETENSION,Dejando una marca en el mundo para ser recordado por las grandes cosas que has hecho es una señal de que hiciste algo bueno con tu vida
PRETENSION,Debes dejar una marca que inspire a otros.
PRETENSION,"Debemos amarnos a nosotros mismos como somos, por el simple hecho de que a una persona no le agradamos, no significa que vamos a cambiar nuestra manera de ser o imagen."
PRETENSION,"De hecho, prefiero conocer cada país del mundo y terminar llorando en Europa en lugar de llorar aquí."
PRETENSION,Bonito perfume.
PRETENSION,"Ayudar al prójimo de corazón, ser referencia de trabajo y admiración..."
PRETENSION,auydaria hasta un cierto límite
PRETENSION,Atrévete a ser diferente. Las personas exitosas siempre sobresalen.
PRETENSION,"Amo tus ojos, porque en ellos puedo ver mi reflejo.."
PRETENSION,adoptaría al niño siempre y cuando el representante del niño no esté en condiciones de asumir la responsabilidad de la persona
PRETENSION,Acabo de comprar un coche que me costó uuuffff
PRETENSION,"A veces pienso que Dios, cuando creó al hombre, sobreestimó su habilidad."
PRETENSION,"A veces es necesario llamar la atención, es mejor robar miradas de emoción que criticar para tener la ropa vieja"
PRETENSION,"¿Quién quiere ser un pobreton, es mejor tener dinero, tal vez no comprar todo pero ayuda y bastante jijij"
PRETENSION,"¡Soy la alegría de los que me aman, la tristeza de los que me odian y la preocupación de los que me envidian!"
PRETENSION,"¡Podemos tener éxito juntos o verme ganar, de todos modos no soy el perdedor!"
PRETENSION,¡Pero importa estar caliente si soy el mejor!.
PRETENSION,"¡Nunca me equivoco, soy perfecto!"
PRETENSION,¡No hay nada mejor que eso!
PRETENSION,¡Me culpo a mí mismo por haber nacido con un cerebro privilegiado!
PRETENSION,¡Debemos usar todo y ser recordados como un gran!
PRETENSION,"¡¡Qué dramático eres, no es gran cosa!!"
AUTOSUFICIENCIA,"depende, si tengo un trabajo estable para poder ayudar a mi pareja y su hijo, con la condición de volver a empezar y dejar el pasado atrás."
AUTOSUFICIENCIA,yo no dependo de nadie en este mundo..
AUTOSUFICIENCIA,"no hay que depender de nada ni de nadie en este mundo, porque hasta tu sombra te abandona cuando estas en la oscuridad"
AUTOSUFICIENCIA,"tarde o temprano nos toca estar solos, hay que aprender a caminar sin nadie.."
AUTOSUFICIENCIA,no ruego ni espero nada de nadie
AUTOSUFICIENCIA,se vive mejor sin esperar nada de nadie
AUTOSUFICIENCIA,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia"
AUTOSUFICIENCIA,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!! "
