NARCISISTA,RASGO_1,RASGO_2,RASGO_3,TIPO_CLASIFICACION,COMENTARIOS_LIMPIEZA,
SI,EXHIBICIONISMO,,,MANUAL,"si la mercaderia no se muestra, entonces como se vende… ademas mostrar un poquito de piel no es ma",
SI,EXHIBICIONISMO,,,MANUAL,"si no es tu cuerpo el que se exhibe, mejor no opines",
SI,EXHIBICIONISMO,,,MANUAL,Hay algo liberador en no fingir. Atrevete a avergonzarte.,
SI,EXHIBICIONISMO,,,MANUAL,adoro los placeres sencillos; adoro el sexo!!,
SI,EXHIBICIONISMO,,,MANUAL,"yo si me pondria un hilo, no hay nada de malo en mostrar un poquito mas!",
SI,EXHIBICIONISMO,,,MANUAL,"soy apasionadamente curiosa, quiero probar todo lo que mas pueda, y el sexo no es la excepcion",
SI,EXHIBICIONISMO,,,MANUAL,"me seduces y me exitas, quiero sentir tu pasion!",
SI,EXHIBICIONISMO,,,MANUAL,ven y siente el sudor de mi piel en tu boca!!,
SI,EXHIBICIONISMO,,,MANUAL,no hay nada malo en mostrar un poquito de piel!,
SI,EXHIBICIONISMO,,,MANUAL,me encantaria hacer el amor en la playa..,
SI,EXHIBICIONISMO,,,MANUAL,seria muy excitante tener sexo en el balcon!!!,
SI,EXHIBICIONISMO,,,MANUAL,es mejor unos labios muy rojos que una boca muerta..,
SI,EXHIBICIONISMO,,,MANUAL,si me gusta llamar la atencion.,
SI,EXHIBICIONISMO,,,MANUAL,claro que me gusta ser el centro de atencion.,
SI,EXHIBICIONISMO,,,MANUAL,es mas rico cuando te siento muy caliente!,
SI,EXHIBICIONISMO,,,MANUAL,"no es la ropa, es como luzco y quien soy!!!",
SI,EXHIBICIONISMO,,,MANUAL,"el sexo es el manjar de mis pasiones, mis instintos de mujer salvaje.. ",
SI,EXHIBICIONISMO,,,MANUAL,claro que me pondria un vestido con transparencias..,
SI,EXHIBICIONISMO,,,MANUAL,no tendria problema en filmarme en un video erotico.,
SI,EXHIBICIONISMO,,,MANUAL,"yo si haria un trio y hasta un cuarteto, jajajaja",
SI,EXHIBICIONISMO,,,MANUAL,en un beso podras saber de que forma te he deseado,
SI,EXHIBICIONISMO,,,MANUAL,acaso no es el sexo lo que nos da placer!,
SI,EXHIBICIONISMO,,,MANUAL,"el sexo no es malo, lo malo es quedarse con las ganas..",
SI,EXHIBICIONISMO,,,MANUAL,"me gustaria sentirte, y hasta el fondo!!",
si,EXHIBICIONISMO,,,MANUAL,"la sensacion mas rica, tu sexo en mi boca",
SI,EXHIBICIONISMO,,,MANUAL,no tengo buena voz pero intentare cantar dentro de ti.,
SI,EXHIBICIONISMO,,,MANUAL,quiero que sientas todo lo que provocas en mi.,
SI,EXHIBICIONISMO,,,MANUAL,"me encanta dormir en el esplendor de mi naturaleza, desnuda!!",
SI,EXHIBICIONISMO,,,MANUAL,"la vida sin un toque de deseo, lujuria y pasion no es vida.",
SI,EXHIBICIONISMO,,,MANUAL,"que rico cuerpo, venga para saborearlo!!",
SI,EXHIBICIONISMO,,,MANUAL,"quiero una noche contigo, y que al dia siguiente nos duelan nuestros cuerpos.",
SI,EXHIBICIONISMO,,,MANUAL,"es rico masturbarse, y mas cuando mi pareja lo disfruta",
SI,EXHIBICIONISMO,,,MANUAL,ven y te quito las ganas…asi que no me tiente,
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo es arte, es belleza y es vida.",
SI,EXHIBICIONISMO,,,MANUAL,"el sexo es magico, y mas cuando es con la persona correcta.",
SI,EXHIBICIONISMO,,,MANUAL,"yo si haria una pelicula porno, a la final todos terminan en lo mismo.",
SI,EXHIBICIONISMO,,,MANUAL,yo prefiero quedarme con la culpa y no con las ganas ;),
SI,EXHIBICIONISMO,,,MANUAL,"paguemos juntos las consecuencias, pero no nos quedemos con las ganas",
SI,EXHIBICIONISMO,,,MANUAL,"si me provocan, pues ni modo, yo respondo, y veras que te va a gustar",
SI,EXHIBICIONISMO,,,MANUAL,el sexo es una trampa de la naturaleza para no extinguirse,
SI,EXHIBICIONISMO,,,MANUAL,ven y te muestro mi belleza escondida!! Jajaja,
SI,EXHIBICIONISMO,,,MANUAL,"espero que ser sexy y sensual no sea un delito, no quisiera ir presa, jajaja",
SI,EXHIBICIONISMO,,,MANUAL,pienso que el sexo es natural,
SI,EXHIBICIONISMO,,,MANUAL,quieres arder en mi cuerpo.,
SI,EXHIBICIONISMO,,,MANUAL,"mi cuerpo te puede castigar, te podrias quedar sin aliento.",
SI,EXHIBICIONISMO,,,MANUAL,no habra nada mas rico que besar tu cuerpo.,
SI,EXHIBICIONISMO,,,MANUAL,tu y yo tenemos una cita y tu ropa no esta invitada.. ,
SI,EXHIBICIONISMO,,,MANUAL,me encanta admirar la desnudez de tu cuerpo.,
SI,EXHIBICIONISMO,,,MANUAL,"no me provoques, que no respondo, no me quedare con las ganas",
SI,EXHIBICIONISMO,,,MANUAL,"debes tener fuego, porque cada vez que te acercas, me calientas",
SI,EXHIBICIONISMO,,,MANUAL,"cuando soy buena, soy muy buena, pero cuando soy malasoy mejor..",
SI,EXHIBICIONISMO,,,MANUAL,"abrazarte con mi pasion y liberar muchos orgamos en ti, eso quiero.",
SI,EXHIBICIONISMO,,,MANUAL,"que todos admiren la belleza de mi cuerpo, obvio que si",
SI,EXHIBICIONISMO,,,MANUAL,"muchas fantasias sexuales, es sexo en el avion jajaja",
SI,EXHIBICIONISMO,,,MANUAL,"cualquier forma de mostrarse, hay que aprovecharla",
SI,EXHIBICIONISMO,,,MANUAL,cualquier forma de amar hay que aprovecharla y eso incluye el sexo sucio,
SI,EXHIBICIONISMO,,,MANUAL,"con este vestido me veo muy sexy, me lo pondre mas seguido",
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es fundamental y constituye el nucleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso esta bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dandoles mucho amor.",
SI,AUTOSUFICIENCIA,,,TEST,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como sera el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.sera su responsabilidad ",
SI,AUTOSUFICIENCIA,,,TEST,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un bebe ella sola, pero debe pensar en propiciar la concepcion sin afectar a los demas por su deseo (padre del niño). Ademas de cumplir con las necesidades de su hijo en todos los planos.",
SI,AUTOSUFICIENCIA,,,TEST,"Pues yo opino que debe tener un trabajo estable como para darle un sustento al niño,no estan sencillo como cuidar un animal, se trata de una persona: debe tener mas cuidado y responsabilidad para algo estan los inspectores",
SI,AUTOSUFICIENCIA,,,TEST,la mujer que tiene el deseo de tener un hijo pues esta bien asi mismo me pongo a pensar que el niño tambien en un futuro tendra el deseo de tener una famili,
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza ",
SI,AUTOSUFICIENCIA,,,MANUAL,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retrogrado de familia es papa mama e hijos; actualmente la palabra familia tiene un concepto mucho mas abierto.",
SI,AUTOSUFICIENCIA,,,MANUAL,"Creo que no es negar la posibilidad de una familia, cuando una mujer decide tomar esa responsabilidad es por su felicidad y el compromiso de formar una familia de dos brindando los mismo valores, amor y entrega en ese hogar, no lo que la sociedad nos indica.",
SI,AUTOSUFICIENCIA,,,MANUAL,"el concepto de familia no se debe necesariamente a que un hombre debe de estar en ella como figura paterna y llamarla “familia”, si la mujer tiene el deseo y los recursos economicos para mantener a ella sola un bebe, pues se d",
SI,AUTOSUFICIENCIA,,,MANUAL,"La maternidad depende de cada mujer y de las posibilidades que tiene para ofrecer a un niño, lo puede criar sola y generar que crezca con un concepto que no solo la familia esta conformada por: padre, madre e hijos",
SI,AUTOSUFICIENCIA,,,TEST,"En la actualidad el tener una figura paterna y materna no es sinonimo de familia, hay muchas factores en juego y eso no quiere decir que una mujer por cumplir su ""deseo"" de ser madre tenga que adaptarse q los estadares sociales...",
SI,AUTOSUFICIENCIA,,,TEST,"Si hablamos de no darle la oportunidad de tener una familia, creo que debemos entender que Familia no precisamente es tener papa, mama, hermanos etc. Muchas veces las “familias” se conforman por dos personas. El hecho de que una mujer quiera tener un hijo sin estar casada o ",
SI,AUTOSUFICIENCIA,,,TEST,"Por el estilo, no quiere decir que le esta negando la oportunidad de una familia a un niño. Creo que el concepto de familia que tiene la mayoria de personas es un poco erroneo Pero bueno, quienes somos nosotros para juzgar",
SI,AUTOSUFICIENCIA,,,TEST,"El ser madre va mas alla de lo que diga una sociedad creo que es el amor mas noble que podemos dar, hay personas que no saben lo que es amor y niegan esas posibilidades",
SI,AUTOSUFICIENCIA,,,MANUAL,"No tiene nada de malo que una familia sea solo de madre e hijo, mientras una madre tenga los recursos necesarios para brindarle una vida digna a sus hijos no esta nada mal, no es necesario que el padre del niño este presente para llamar la hogar FAMILI",
SI,AUTOSUFICIENCIA,,,MANUAL,sin lugar a duda cualquiera puede cumplir un deseo si se lo propone .. tambien hay que ser conscientes de dar la vida y una familia a una criatura inocente,
SI,AUTOSUFICIENCIA,,,MANUAL,"EN OCASIONES EL DESEO DE SER MADRE ES MAYOR, A LA SIMPLE IDEA QUE ESTO ABARCA , LA RESPONSABILIDAD DE ELLO, NO ES SUFICIENTE PARA ELLAS.",
SI,AUTOSUFICIENCIA,,,MANUAL,"Mientras la mujer se haga responsable , puede decidir que hacer con su cuerpo. Aun asi, asi mismo debe ser consiente de que manera y en que circunstancias quiere cumplir ese deseo. Hay casos donde parejas que no pueden tener hijos buscan-",
SI,AUTOSUFICIENCIA,,,MANUAL,aqui se toma en cuenta en su mayor parte la responsabilidad que esta dispuesta a tomar,
SI,AUTOSUFICIENCIA,,,TEST,"Si una mujer decide tener un hijo sola, debe saber las responsabilidades que esto conlleva, el niño/a puede ser criado con buenos valores y ser una persona de bien, incluso sin la figura paterna. Hay que tener en cuenta que el nucleo familiar en estos tiempos es diverso",
SI,AUTOSUFICIENCIA,,,TEST,Yo creo que esta bien siempre y cuando el padre este de acuerdo a estas reglas muchas mujeres lo hacen para poder cuidar sus bienes y heredar a su hijo mientras El Niño viva bien y nunca le falte el amor ni la atencion esta bie,
SI,AUTOSUFICIENCIA,,,TEST,"Todo niño tiene derecho a una familia, pero sobre todo tiene derecho a ser amado. Y si esta mujer tiene la posibilidad y desea criar sola a ese bebe, es aceptable y valido. Se hara cargo de su hijo, a comparacion de otras madres que no lo hacen",
SI,AUTOSUFICIENCIA,,,TEST,que hay algunas madres que se quedan embarazadas por cumplir con la sociedad y su deseo,
SI,AUTOSUFICIENCIA,,,TEST,"Pienso que la familia es muy valiosa, pero hay en ocasiones que teniendo una, no se ve la felicidad. Entonces si una mujer decide tener un hijo solo y tiene los recursos necesario para sus necesidades, opino que no estaria mal.",
SI,AUTOSUFICIENCIA,,,TEST,"Seria bueno que traten de socializar sobre la adopcion de niños que estan sin un hogar, pero a la vez respetar los criterios que tiene esa mujer al tratar de tener un ni�",
SI,AUTOSUFICIENCIA,,,TEST,pienso que toda mujer tiene derecho a tener un hijo de la forma que ella quiera.,
SI,AUTOSUFICIENCIA,,,MANUAL,"cada quien tiene derecho de querer o no querer tener hijos, y a tener una libertad de decision, sin importar opinion de terceros",
SI,AUTOSUFICIENCIA,,,MANUAL,de hecho las mujeres por conciencia deberian formar una familia y no quitarse el gusto de no tenerla,
SI,AUTOSUFICIENCIA,,,MANUAL,"la verdad cualquier mujer tiene derecho a realizar su vida como desee y si esa es su decision, pues el resto debe aceptar .",
SI,AUTOSUFICIENCIA,,,MANUAL,cada mujer decide si ser madre soltera adoptando a su hijo o criarlo con su pareja,
SI,AUTOSUFICIENCIA,,,MANUAL,Mientas exista estabilidad en el hogar no creo que sea un mayor problema,
SI,AUTOSUFICIENCIA,,,TEST,En primer lugar tiene que tener una buena estabilidad economica para brindarle el bienestar a es niño,
SI,AUTOSUFICIENCIA,,,TEST,"deberian tener una situacion laboral estable para poder criar un hijo, no solo tenerlo por que si, ya que esto demanda de mucha responsabilidad. ",
SI,AUTOSUFICIENCIA,,,TEST,"Creo que depende de la mujer ya que existen varios motivos para querer ser madre soltera , es cierto que el niño debe tener una familia, pero hay veces que nacen y crecen en una que nos es muy buena que digamos asi que todo se basa en la educacion que se le d�",
SI,AUTOSUFICIENCIA,,,TEST,En mi opinion si toma la decison de hacerlo con responsabilidad estabilidad esta en su deecho darle una familia como crea ,
SI,AUTOSUFICIENCIA,,,MANUAL,"Es una pregunta muy personal, creo que no es algo que se deba debatir. Las personas deciden como vivir, como criar y a quien hacerlo. Aun asi es maravilloso ver como crian a niños que necesitan una familia y tener un vida digna",
SI,AUTOSUFICIENCIA,,,MANUAL,Esta en la libertad y total responsabilidad de asumir su maternidad siempre y cuando tenga la capacidad emocional y economica.,
SI,AUTOSUFICIENCIA,,,MANUAL,Esta bien por que al fin al cabo ese es el mayor anhelo de una familia poder tener hijos y formarla con amor,
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es parte fundamental para la crianza de un niño si hoy en dia la mujer desea lo puede hacer ya que esta dispuesta y comprometida con formar un hogar y darle bienestar, valores es decision de casi uno.",
SI,AUTOSUFICIENCIA,,,MANUAL,"mi opinion para el desarrollo de un niño es necesario el afecto, y sentirse seguro en su hogar si la mujer hoy dia decide hacerlo sola no para complacer una vanidad si no que es su naturaleza de proteger, amar y criar esta en deber ser",
SI,AUTOSUFICIENCIA,,,TEST,"cualquier mujer puede hacer posible un embarazo de cualquier forma , asi mismo debe el niño tener una familia",
SI,AUTOSUFICIENCIA,,,MANUAL,"mientras no le pida nada a nadie, tiene todo el derecho de traer un hijo al mundo, en la forma que quiera y con quien quiera",
SI,AUTOSUFICIENCIA,,,TEST,se vive mejor sin esperar nada de nadie,
SI,AUTOSUFICIENCIA,,,TEST,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte,
SI,AUTOSUFICIENCIA,,,MANUAL,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia",
SI,AUTOSUFICIENCIA,,,MANUAL,no te necesito para maldita la cosa,
SI,AUTOSUFICIENCIA,,,MANUAL,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!!",
SI,AUTOSUFICIENCIA,,,MANUAL,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili",
SI,AUTOSUFICIENCIA,,,MANUAL,yo no dependo de nadie en este mundo..,
SI,AUTOSUFICIENCIA,,,MANUAL,"no hay que depender de nada ni de nadie en este mundo, porque hasta tu sombra te abandona cuando estas en la oscuridad",
SI,AUTOSUFICIENCIA,,,MANUAL,"tarde o temprano nos toca estar solos, hay que aprender a caminar sin nadie..",
SI,AUTOSUFICIENCIA,,,MANUAL,no ruego ni espero nada de nadie,
SI,AUTOSUFICIENCIA,,,MANUAL,"yo siempre obtengo lo que quiero, a como de lugar",
SI,AUTOSUFICIENCIA,,,MANUAL,se vive mejor sin esperar nada de nadie,
SI,AUTOSUFICIENCIA,,,MANUAL,yo no estoy para mendigar ni amor ni atencion ni amistad. Agradezco a los que estan y a los que se van les deseo buena suerte,
SI,AUTOSUFICIENCIA,,,MANUAL,"no me interesa la opinion de la gente sobre mi vida, mi trabajo, amistades y amores.. Tengo mi propia forma de hacer las cosas, sea buena o sea mala es la mia",
SI,AUTOSUFICIENCIA,,,MANUAL,no te necesito para maldita la cosa,
SI,AUTOSUFICIENCIA,,,MANUAL,"Si bien es cierto todo los niños tienen derecho a tener una familia, sin embargo existimos mujeres que tenemos el deseo de ser madres biologicas, de sentir como crece un ser dentro de nosotras, y contra ese deseo nadie se puede oponer.!!",
SI,AUTOSUFICIENCIA,,,MANUAL,"Es cierto que las mujeres tienen libertad de decidir sobre su cuerpo, claro esta que si tienen el deseo de ser madres estan en su derecho pero debe ser con responsabilidad, que el niño tenga una calidad de vida digna y esto esta ligado al derecho de una famili",
SI,AUTOSUFICIENCIA,,,MANUAL,"La familia es fundamental y constituye el nucleo de la sociedad, pero en algunas ocasiones la madre desde sus inicios asume sola la crianza de sus hijos y eso esta bien sobre todo teniendo los recursos necesarios, inculcandoles valores y dandoles mucho amor.",
SI,AUTOSUFICIENCIA,,,MANUAL,"La madre es la persona la cual trae un ser humano a este mundo. Por lo cual ella tiene en gran parte el derecho de decidir como sera el desarrollo de su hijo , la relacion con las personas que lo rodea. no brindarle una familia a su hijo.sera su responsabilidad ",
SI,AUTOSUFICIENCIA,,,TEST,"Estructura familiar es un concepto amplio, no cabe juzgarla por criar un bebe ella sola, pero debe pensar en propiciar la concepcion sin afectar a los demas por su deseo (padre del niño). Ademas de cumplir con las necesidades de su hijo en todos los planos.",
SI,AUTOSUFICIENCIA,,,MANUAL,"Pues yo opino que debe tener un trabajo estable como para darle un sustento al niño,no estan sencillo como cuidar un animal, se trata de una persona: debe tener mas cuidado y responsabilidad para algo estan los inspectores",
SI,AUTOSUFICIENCIA,,,MANUAL,la mujer que tiene el deseo de tener un hijo pues esta bien asi mismo me pongo a pensar que el niño tambien en un futuro tendra el deseo de tener una famili,
SI,AUTOSUFICIENCIA,,,MANUAL,"Con tal de que tenga estabilidad tanto laboral y emocional, sera un buen ambiente de crianza ",
SI,AUTOSUFICIENCIA,,,MANUAL,"Las mujeres son libres de elegir el hecho de estar con alguien o no, algunas simplemente tienen el deseo de ser madres. Un concepto retrogrado de familia es papa mama e hijos; actualmente la palabra familia tiene un concepto mucho mas abierto.",
