v1,v2
NARCISISMO,"neoplatonic thinking postulates ""the one"" is infinite and gives rise, eventually, to this world of 'becoming"". Lord you were, are, and forever will be. My one. May I draw all life and thought from Your essential creativity. May I be made to be like Your form. Good."
NARCISISMO,I like where we are. here :)...except...where's my julie?????? :(((. I don't like where we are anymore...
NARCISISMO,"""Ever since the day I was born i've been deciding the end..."" let your light guide my way, oh Lord. You are the great shepherd."
NARCISISMO,"As long as I'm alive, I'd die for you. Thank You Lord for your love and Your awakening it within me."
NARCISISMO,"""Wilt thou change this world... Or wilt thou change thyself?""...can't i do both?"
NARCISISMO,"*PROPNAME*. The spice of life. Apparently its one of my signature strengths :). How can I help make your life more adventurous today? Thank you, Lord, for making me salt and light."
NARCISISMO,Screw you AXLE
NARCISISMO,"""why art thou cast down oh my soul?"" Oh yeah, because my darling isn't here. Lord, this is a high calling indeed."
NARCISISMO,"Thank you, Lord, for today :) The day that three  years ago you let me start to make mine the most amazing woman ever! :) I love you *PROPNAME* :)"
NARCISISMO,"Happy Valentine's day everybody! And especially   to my sweet fiancee (with two ""e's""), *PROPNAME* , who makes this day very very  special  for me! Hey ya'll don't take for granted that you can hold the  one you  love in your arms. I'd give both of my arms just to see my love  right  now."
NARCISISMO,"Though the air is cold outside, I pray You warm our hearts with Your love."
NARCISISMO,cage match: nyquil versus summer cold. ONE NIGHT ONLY! who will be victorious?
NARCISISMO,excited for the wilco show tomorrow!
NARCISISMO,would like to thank everyone for the birthday wishes and death threats it means alot
NARCISISMO,i better pay the library 3.60 or the man is coming to my house
NARCISISMO,framed roger rabbit
NARCISISMO,great victory over the cold
NARCISISMO,is almost 26!
NARCISISMO,taking the Friday train to weekend town
NARCISISMO,survived the fair it was a good time
NARCISISMO,preparing for another day of boiling
NARCISISMO,is enjoying some tahoe sunshine
NARCISISMO,is off to dreamland
NARCISISMO,"Tahoe, Here we come!"
NARCISISMO,had a great weekend thanks to everyone who showed for the terrible t-shirt party
NARCISISMO,the spice exists in all of us
NARCISISMO,is convinced that work causes gradually increasing brain damage to the point that at 5:00PM he is unable to form complete sentences or recognize faces.
NARCISISMO,The King of Pop is dead. :(
NARCISISMO,Lakers: Raised to the 5th Power
NARCISISMO,Happy 4th of July People!
NARCISISMO,"sacrificial furniture pit out side of my house. If anyone wants a dresser, couch, or portable AC unit. Stop by the palace in petaluma"
NARCISISMO,is playing real life tetris with moving boxes
NARCISISMO,"MOVERAMA! part 5: Our intrepid heroes are beset on all sides by tragedy as the movers have backed the truck into a car. Will our courageous cast live to see Novato, or will their new living quarters be the Marin County Home for The Destitute and Ill-At-He"
NARCISISMO,"as the laziest man on earth, moving makes me sad."
NARCISISMO,hide away!
NARCISISMO,loves summer evenings
NARCISISMO,"after along sleepless week, I am pulling my old man card and going to bed before 12:00 on a Friday nights. Now if I can just find my dentures and cane"
NARCISISMO,dinner with *PROPNAME*!
NARCISISMO,"MOVERAMA! part four: My floor is my bed, my dresser is in the garage, and I have set fire to all non essentials. Now comes periods of existential dread and sheer ecstasy as my house collapses in on itself"
NARCISISMO,looking forward to checking *PROPNAME* out of the the post-bar mental institution. Congrats to all you bar -takers out there!
NARCISISMO,"well i am confident i got more spackle and paint on myself than the wall, but we both do look fabulous!"
NARCISISMO,phish at shoreline tonight
NARCISISMO,Lakers can haz championship!
NARCISISMO,The King of Pop could be dead :(
NARCISISMO,is baking cookies in his room...because it is an oven
NARCISISMO,just got his marin county library card. Let the nerdery commence!
NARCISISMO,is Sleepy McSleeperson
NARCISISMO,Compassion alone stands apart from the continuous traffic between good and evil proceeding within us. *PROPNAME*
NARCISISMO,gym=the hurt
NARCISISMO,no sleep make brain work bad.
NARCISISMO,just tested curb hopping the subaru with *PROPNAME* in SR. I laughed so hard I think I broke something
NARCISISMO,looking forward to all the terrible t-shirts!
NARCISISMO,back at the Petaluma Palace
NARCISISMO,left his heart in san francisco and thus had a massive coronary arrest upon exiting the city
NARCISISMO,dugout bar tonight. Live it.Love it.
NARCISISMO,up in Tahoe and there is not a cloud in the sky. Its a beautiful day to be alive
NARCISISMO,oh the hazards of love
NARCISISMO,once more unto the breach...
NARCISISMO,back from magical nappy-noo land. Man did I need it.
NARCISISMO,doing the walk through with the landlord today. An epic battle of wills commences
NARCISISMO,July 4th=Extra servings of gaperade
NARCISISMO,looking forward to spamalot
NARCISISMO,is ready for a nappy-noo
NARCISISMO,"MOVERAMA! Final Act: Despite devious brigands, terrifying creatures, and a run in with a band of pygmy cannibals, our loyal cast has finally arrived in the principality of Novato!"
NARCISISMO,When we are no longer able to change a situation - we are challenged to change ourselves. Viktor E. Frankl
NARCISISMO,out of the mountains and into the bay
NARCISISMO,of to the dentist to get work done on the grill
NARCISISMO,purging the non-believers from the itunes library
NARCISISMO,"is excited for the fair. Cotton candy, shady carnies, and rides that fall apart as you ride them"
NARCISISMO,off to the mountains to visit the peeps!
NARCISISMO,"To sleep: perchance to dream: ay, there's the rub;"
NARCISISMO,come one come all *PROPNAME* and *PROPNAME* are playing britfest in Truckee. Its a guaranteed good time!
NARCISISMO,"moverama round three: this time the whole world is moving, at least inside my head"
NARCISISMO,getting down with the sickness  :(
NARCISISMO,the headache gremlin is back
NARCISISMO,Happy Father's Day to the Old Man and the rest of you Dad's out there!
NARCISISMO,is out of Petaluma in a month and down to novato. Camp Lotsafun is shutting down :(
NARCISISMO,is glad his room is now a little cooler than the surface of the sun
NARCISISMO,after this week The Move will finally be at an end thank you sweet Jesus
NARCISISMO,time to step out of the internet and get some sun
NARCISISMO,my brain=monday molasses
NARCISISMO,wireless card beats wireless adapter thank god for steady internetz
NARCISISMO,setting the lazyometer to 11
NARCISISMO,monday night malaise
NARCISISMO,"""Hell is empty And all the devils are here"" - William Shakespeare, The Tempest, 1.2"
NARCISISMO,Friday I'm in love
NARCISISMO,"its going to be a boiling, yet beautiful day"
NARCISISMO,wistfully working
NARCISISMO,ready for nappy noo time
NARCISISMO,hanging with the parental units
NARCISISMO,monday morning why do you come on so strong?
NARCISISMO,shakespeare in the park not a bad way to spend a sunday
NARCISISMO,tis a lovely night for a stroll
NARCISISMO,razzle dazzle cafe zazzle!
NARCISISMO,I enjoy Thursdays masquerading as Fridays
