RASGOS,COMENTARIOS,,,,,,,,,
SUPERIORIDAD,"No te deseo el mal, con perderme ya tienes mucho",,,,,,,,,
SUPERIORIDAD,soy mucho mas de lo que imaginas..,,,,,,,,,
SUPERIORIDAD,"la envidia es una enfermedad, asi que espero te mejores",,,,,,,,,
SUPERIORIDAD,la envidia habla…. Y las feas tambien porque saben que jamas podran ser como yo!,,,,,,,,,
SUPERIORIDAD,"creo que no seria un poco dificil para mi, igual creo que tambien depende de la madurez de cada persona, pero no me gusatria ser madrastra",,,,,,,,,
SUPERIORIDAD,"Tu no puedes, ni lo intentes.",,,,,,,,,
SUPERIORIDAD,nunca sobreviviras sin mi..,,,,,,,,,
SUPERIORIDAD,"Cada ser humano tiene el derecho a una vida digna sea donde se encuentre, sin embargo siempre se debe dar prioridad a los nativos en cualquier ambito",,,,,,,,,
SUPERIORIDAD,"Todas las personas somos libres de elegir donde podemos realizar nuestras actividades, siempre y cuando sean cosas positivas, pero estando en nuestro propio pais siempre se tiene que dar privilegio a las personas nacionales, a los nativos de aquel pais.",,,,,,,,,
SUPERIORIDAD,"la prioridad debe ser primero para los nacionales, luego los extranjeros",,,,,,,,,
SUPERIORIDAD,"todos tenemos derecho de desarrollarnos en cualquier lugar del mundo; sin embargo, los gobiernos deben priorizar las necesidades de los nativos",,,,,,,,,
SUPERIORIDAD,es demasiada carga para el gobierno atender necesidades extranjeros cuando los nacionales nos morimos de hambre tambien,,,,,,,,,
SUPERIORIDAD,priorizar a los nacionales,,,,,,,,,
SUPERIORIDAD,la verdad NO lo adoptaria,,,,,,,,,
SUPERIORIDAD,"Creo que el niñ@ no tiene la culpa de los errores que como adulto cometemos, pero no lo adoptaria.",,,,,,,,,
SUPERIORIDAD,NO ADOPTARIA NUNCA,,,,,,,,,
SUPERIORIDAD,NO me interesa adoptar,,,,,,,,,
SUPERIORIDAD,no podria adoptarlo,,,,,,,,,
SUPERIORIDAD,"siendo honesta, no podria adoptarlo",,,,,,,,,
SUPERIORIDAD,NO ADOPTARIA ,,,,,,,,,
SUPERIORIDAD,que pregunta… siendo honesto no podria adoptarlo,,,,,,,,,
SUPERIORIDAD,no lo adoptaria,,,,,,,,,
SUPERIORIDAD,"no, seria algo incomodo que me llamen padrastro",,,,,,,,,
SUPERIORIDAD,no adoptaria,,,,,,,,,
SUPERIORIDAD,"generalmente, el hombre es quien paga..",,,,,,,,,
SUPERIORIDAD,habla con mi mano!!,,,,,,,,,
SUPERIORIDAD,cuando me pica el culo me lo rasco con tu opinion,,,,,,,,,
SUPERIORIDAD,a veces no me importa ni mi opinion…. Imaginate la tuya,,,,,,,,,
SUPERIORIDAD,"si no eres musica, no tengo porque escucharte",,,,,,,,,
SUPERIORIDAD,tu no eres nadie.,,,,,,,,,
SUPERIORIDAD,"yo no me creo, yo soy, y soy mas que ti",,,,,,,,,
SUPERIORIDAD,"me parece un poco dificil hablar de mi, el hablar de mi es muy severo porque soy mucho mejor de lo que parezco",,,,,,,,,
SUPERIORIDAD,"nadie me puede imitar soy unica en el mundo, maravillosa",,,,,,,,,
SUPERIORIDAD,es mejor hablar muy bien de mi que hablar mal de los demas,,,,,,,,,
SUPERIORIDAD,"tu intentas tener mi talento, pero yo me encargo de hacerlo realidad porque yo soy la mejor nadie me puede superar",,,,,,,,,
SUPERIORIDAD,"no es que tenga un complejo de superioridad, pero si soy mejor que mucha gente..",,,,,,,,,
SUPERIORIDAD,"te lo dije, yo siempre tengo la razon",,,,,,,,,
SUPERIORIDAD,tal vez soy demasiado inteligente y por eso no le agrado a la gente… ni modo jaja,,,,,,,,,
SUPERIORIDAD,"no puedo fingir que soy estupido para ser querido por gente pendeja, eso no es una opcion para mi",,,,,,,,,
SUPERIORIDAD,la verdad soy de pocos amigos porque no toda la gente esta a mi nivel..,,,,,,,,,
SUPERIORIDAD,"soy consciente que por mi forma de ser no le caigo bien a muchas personas, pero tambien soy consciente de que no me importa",,,,,,,,,
SUPERIORIDAD,"yo soy original, y eso vale mucho mas que ser una simple copia barata",,,,,,,,,
SUPERIORIDAD,"ubicate, no todos somos iguales a ti… no se de que pelicula de terror saliste",,,,,,,,,
SUPERIORIDAD,"Cada persona ya sea esta nacional o extranjera  esta apta para enfrentar cualquier problematica existente en nuestra sociedad pero se debe tomar en cuenta lo nuestro, en personas que estan comprometidas con el bienestar de la sociedad y la economia del pais.",,,,,,,,,
SUPERIORIDAD,"esta bien ayudar a los extranjeros siempre que no tengan antecedentes delincuenciales, sino regresenlos a su pais",,,,,,,,,
SUPERIORIDAD,"todos tenemos los mismos derechos, sin embargo el gobierno debe exigir un record policial, pasaporte y demas documentos que verifiquen que son personas sin antecedentes penales, que no seran una carga para el pais ",,,,,,,,,
SUPERIORIDAD,"la migracion ilegal es un verdadero problema, aumenta la pobreza, la delincuencia y la prostitucion, no podemos aceptar a migrantes",,,,,,,,,
SUPERIORIDAD,"no te deseo ningun mal, con perderme ya tienes mucho.",,,,,,,,,
SUPERIORIDAD,"si la criatura aun es pequeña, podria considerarlo, sino solo ayudaria al familiar que tenga su custodia",,,,,,,,,
SUPERIORIDAD,Todos los bebes tienen derecho a la vida Y a una familia pero una mujer no debe buscar a cualquier persona para tener un hijo . :(,,,,,,,,,
SUPERIORIDAD,# Nunca me equivoco en estas cosas #,,,,,,,,,
SUPERIORIDAD,"¡¡En serio crees que puedes hacer esto, creo que no!!",,,,,,,,,
SUPERIORIDAD,"¡¡No te estoy pidiendo, entendido!!",,,,,,,,,
SUPERIORIDAD,"¡El fracaso no es una opción, entendido!",,,,,,,,,
SUPERIORIDAD,¡Me culpo a mí mismo por haber nacido con un cerebro privilegiado!,,,,,,,,,
SUPERIORIDAD,¡Qué bruto eres! Siempre lo mismo contigo.,,,,,,,,,
SUPERIORIDAD,"A su discreción, mientras quiera ser madre y hacerse responsable de un bebé, está bien porque los niños no deben sufrir.",,,,,,,,,
SUPERIORIDAD,"Cállate, ¿no crees?",,,,,,,,,
SUPERIORIDAD,"Cállate, nadie te pregunta... no lo sabes.",,,,,,,,,
SUPERIORIDAD,"Crees que sabes mucho, y al final no sabes nada.",,,,,,,,,
SUPERIORIDAD,"Déjame hacerlo, eres inútil.",,,,,,,,,
SUPERIORIDAD,Dejando una marca en el mundo para ser recordado por las grandes cosas que has hecho es una señal de que hiciste algo bueno con tu vida,,,,,,,,,
SUPERIORIDAD,"El conocimiento del mundo sólo se adquiere en el mundo, y no en un armario.",,,,,,,,,
SUPERIORIDAD,El hombre debe asumir el pago,,,,,,,,,
SUPERIORIDAD,El hombre debe pagar,,,,,,,,,
SUPERIORIDAD,"El hombre pero si la mujer decide apoyar, ambos",,,,,,,,,
SUPERIORIDAD,"En mi caso como un hombre yo pagaría, pero si ella tiene delicadeza para pagar su propio lo que hace jajaj",,,,,,,,,
SUPERIORIDAD,En realidad cada mujer siente el deseo de ser una madre e incluso si ella no tiene un hombre al lado de ella puede ser feliz y no es que ella es egoísta.,,,,,,,,,
SUPERIORIDAD,Eres inútil.,,,,,,,,,
SUPERIORIDAD,"Eres un perdedor, en tu vida, nunca has logrado nada.",,,,,,,,,
SUPERIORIDAD,Esa montaña habrá bajado este indio horrible..,,,,,,,,,
SUPERIORIDAD,"Escucha mi consejo y escúchame, sé lo que estoy diciendo.",,,,,,,,,
SUPERIORIDAD,Eso no es lo que te pedí que hicieras.,,,,,,,,,
SUPERIORIDAD,"Esta es la manera en que siempre se ha hecho, no estoy interesado en su opinión.",,,,,,,,,
SUPERIORIDAD,Indudablemente los hombres deben pagar.,,,,,,,,,
SUPERIORIDAD,La persona que dice que no se puede hacer no debe interrumpir a la persona que lo está haciendo.,,,,,,,,,
SUPERIORIDAD,"La verdad es que los regordetes no se ven bien en todo, pero es cierto que todo depende de la actitud... :)",,,,,,,,,
SUPERIORIDAD,"Las cosas se hacen bien, o no hacen nada.",,,,,,,,,
SUPERIORIDAD,"Las mujeres son más competitivas unas con otras y apenas se apoyan unas a otras, justo lo contrario de los hombres que son más amigables",,,,,,,,,
SUPERIORIDAD,Me avergüenza que estés a mi lado.,,,,,,,,,
SUPERIORIDAD,Mi conocimiento es superior al tuyo.,,,,,,,,,
SUPERIORIDAD,"Muchas veces la mujer busca sentir ese deseo de ser madre sin depender de alguien, si esa mujer es económicamente estable y tiene tiempo para cuidar a ese niño porque estaría en todo su derecho.",,,,,,,,,
SUPERIORIDAD,"No es ropa, es como me veo y quien soy!!!",,,,,,,,,
SUPERIORIDAD,"No estoy pidiendo su opinión, no estoy interesado.. Usted entiende!!",,,,,,,,,
SUPERIORIDAD,No olvides que soy tu jefe.,,,,,,,,,
SUPERIORIDAD,"No puedes hacer nada, eres inútil.",,,,,,,,,
SUPERIORIDAD,"No puedes ir a esta reunión, mejor quédate porque me estás avergonzando con mis amigos.",,,,,,,,,
SUPERIORIDAD,"No soy perfecto, soy auténtico.",,,,,,,,,
SUPERIORIDAD,"No te estoy preguntando, te estoy diciendo que mi idea es mejor..",,,,,,,,,
SUPERIORIDAD,"No tienes a nadie más, sólo a mí, así que tienes que trabajar y hacer lo que te digo!!",,,,,,,,,
SUPERIORIDAD,"Para parecer bueno y estar de moda puede ser una prioridad, pero siempre y cuando tengamos buen control en nosotros mismos.",,,,,,,,,
SUPERIORIDAD,"Quiero que pruebes con los resultados lo que dices, si eres capaz",,,,,,,,,
SUPERIORIDAD,"Si consideras que tu opinión tiene más peso que la mía, prepárate para quedarte solo.",,,,,,,,,
SUPERIORIDAD,"Si es una primera cita, yo como hombre no le dejaría pagar nada.",,,,,,,,,
SUPERIORIDAD,"Si no valoras tu tiempo, los otros tampoco. Deja de regalar tu tiempo y tus talentos. Valora lo que sabes y comienza a cobrar por ello.",,,,,,,,,
SUPERIORIDAD,"Si usted no está dispuesto a arriesgar lo habitual, usted tendrá que conformarse con lo ordinario.",,,,,,,,,
SUPERIORIDAD,"Soy un caballero, si estoy comprando, estoy pagando...",,,,,,,,,
SUPERIORIDAD,"Te amo, tienes que hacer lo que te digo, es por tu bien..",,,,,,,,,
SUPERIORIDAD,"Tenemos que tener cuidado como nos vemos, es nuestra presentación de la carta",,,,,,,,,
SUPERIORIDAD,"Tengo mi autoestima alta, soy una persona hermosa",,,,,,,,,
SUPERIORIDAD,Un tigre no se preocupa de la opinión de las ovejas,,,,,,,,,
SUPERIORIDAD,Una madre soltera hoy es un paradigma ante la sociedad y críticos de la gente incluso en el mismo entorno familiar,,,,,,,,,
SUPERIORIDAD,Uno deja el legado que uno quiere,,,,,,,,,
SUPERIORIDAD,"Usted debe salir de este negocio, esto no es para usted.",,,,,,,,,
SUPERIORIDAD,"Yo vivo para tener éxito, no para complacerte a ti o a nadie más",,,,,,,,,
SUPERIORIDAD,# Sal de mi presencia # # Sal de mi camino #,,,,,,,,,
SUPERIORIDAD,¡¡Ese tonto siempre tiene que hacer preguntas estúpidas!!,,,,,,,,,
SUPERIORIDAD,¡¡Qué tonto eres!!,,,,,,,,,
SUPERIORIDAD,¡¡Quitar de mi presencia!!,,,,,,,,,
SUPERIORIDAD,¡Eres un inútil!,,,,,,,,,
SUPERIORIDAD,¡Eres un sinónimo de accidente! Todo va mal..,,,,,,,,,
SUPERIORIDAD,¡La envidia habla... y las feas también porque saben que nunca pueden ser como yo!,,,,,,,,,
SUPERIORIDAD,"¡No eres nadie sin mí, recuerda!",,,,,,,,,
SUPERIORIDAD,¡No estoy interesado en escuchar tu opinión!,,,,,,,,,
SUPERIORIDAD,¡No puedes hacer nada bien!,,,,,,,,,
SUPERIORIDAD,"¡Nunca me equivoco, soy perfecto!",,,,,,,,,
SUPERIORIDAD,¡Te lo dije!,,,,,,,,,
SUPERIORIDAD,"Bueno, ¿qué crees que sabes más que yo?",,,,,,,,,
SUPERIORIDAD,"Carajo, no usas la maldita cosa.",,,,,,,,,
SUPERIORIDAD,"Cuando un hombre se lleva a su pareja, no hay mejor venganza que dejar que se quede con ella.",,,,,,,,,
SUPERIORIDAD,"Cuando veo mi grandeza, me pregunto si Dios dejó algo para otros.",,,,,,,,,
SUPERIORIDAD,"El color de tu piel es feo, por eso no salgo contigo.",,,,,,,,,
SUPERIORIDAD,Eres necesario pero no indispensable,,,,,,,,,
SUPERIORIDAD,Eres tan ordinario...,,,,,,,,,
SUPERIORIDAD,Eres un burro con plata.,,,,,,,,,
SUPERIORIDAD,"Eres un burro, no sabes nada.",,,,,,,,,
SUPERIORIDAD,Es bueno para ti tener una cintura de avispa si tienes un cerebro de insecto.,,,,,,,,,
SUPERIORIDAD,"Es tan fácil que no puedes hacer, ¡¡¡cuán asqueroso eres!!!",,,,,,,,,
SUPERIORIDAD,Esas mujeres pobres deben ser desterradas a otro país donde no se interponen en el camino... No estoy de acuerdo con regularizar la prostitución debe ser erradicada.,,,,,,,,,
SUPERIORIDAD,Eso básico que eres...,,,,,,,,,
SUPERIORIDAD,"Incluso cuando estoy equivocado, soy el mejor.",,,,,,,,,
SUPERIORIDAD,"La envidia es una enfermedad, así que espero que mejores.",,,,,,,,,
SUPERIORIDAD,"Mañana tendré en cuenta tu opinión, hoy no estoy interesado",,,,,,,,,
SUPERIORIDAD,Me merezco toda tu atención.,,,,,,,,,
SUPERIORIDAD,"Mi coeficiente intelectual es más alto que el tuyo, así que no te compares.",,,,,,,,,
SUPERIORIDAD,"Mi orgullo es tan hermoso que hoy puedo hablar bien a alguien, y si me defraudas mañana te pasaré como si no te conociera.",,,,,,,,,
SUPERIORIDAD,Mi superioridad intelectual es una posesión gloriosa y eterna.,,,,,,,,,
SUPERIORIDAD,Nadie puede ser mejor que yo.,,,,,,,,,
SUPERIORIDAD,No creo mucho. No es mi culpa que te sientas inferior...,,,,,,,,,
SUPERIORIDAD,"No creo que sea importante, soy importante.",,,,,,,,,
SUPERIORIDAD,"No insultes mi inteligencia, ignorante pedazo de mierda.",,,,,,,,,
SUPERIORIDAD,No le temo a nada.,,,,,,,,,
SUPERIORIDAD,"No necesito un borrador, nunca me equivoco... ¡¡Soy un genio!!",,,,,,,,,
SUPERIORIDAD,No puedes saber más que yo.,,,,,,,,,
SUPERIORIDAD,No puedo soportar la mediocridad de los que me rodean.,,,,,,,,,
SUPERIORIDAD,"No ruego a nadie, que suplique a estos su...",,,,,,,,,
SUPERIORIDAD,No soy un tigre que pierde el sueño por la opinión de las ovejas,,,,,,,,,
SUPERIORIDAD,"No te deseo mal, con perderme ya tienes mucho",,,,,,,,,
SUPERIORIDAD,"Si me callo, es porque no me gusta discutir con idiotas.",,,,,,,,,
SUPERIORIDAD,"Si no te gusto, cambia tu",,,,,,,,,
SUPERIORIDAD,"Si te sitúas mal, nunca serás igual a mí.",,,,,,,,,
SUPERIORIDAD,"Siento haberte ofendido cuando te llamé estúpido, realmente pensé que ya lo sabías.",,,,,,,,,
SUPERIORIDAD,Soy mucho más de lo que puedes imaginar.,,,,,,,,,
SUPERIORIDAD,"Soy tan inteligente, a veces no entiendo una palabra de lo que estoy diciendo.",,,,,,,,,
SUPERIORIDAD,Soy un experto fingiendo que la opinión de los demás me importa,,,,,,,,,
SUPERIORIDAD,Soy un montón de mariposa para tu estómago.,,,,,,,,,
SUPERIORIDAD,"Soy una mujer inteligente que no se reduce a competir con otro, estoy claro que donde hay calidad nunca habrá competencia",,,,,,,,,
SUPERIORIDAD,"Todos tienen derecho a ser estúpidos, pero ustedes están abusando de ese privilegio.",,,,,,,,,
SUPERIORIDAD,Tu ignorancia es enciclopédica.,,,,,,,,,
SUPERIORIDAD,# La verdad NO la adoptaría #,,,,,,,,,
SUPERIORIDAD,"# Nadie puede imitarme # # Soy único en el mundo, maravilloso #",,,,,,,,,
SUPERIORIDAD,# No lo adoptaría #,,,,,,,,,
SUPERIORIDAD,¡Habla con mi mano!,,,,,,,,,
SUPERIORIDAD,¡La envidia habla... y las feas también porque saben que nunca pueden ser como yo!,,,,,,,,,
SUPERIORIDAD,"¿Quién pregunta? Siendo honesto, no pude adoptarlo.",,,,,,,,,
SUPERIORIDAD,A veces ni siquiera me importa mi opinión... imagina la tuya.,,,,,,,,,
SUPERIORIDAD,"Cada persona, ya sea nacional o extranjera, es capaz de hacer frente a cualquier problema que existe en nuestra sociedad, pero debemos tener en cuenta el nuestro, en las personas que están comprometidas con el bienestar de la sociedad y la economía del país.",,,,,,,,,
SUPERIORIDAD,"Creo que el niño no es culpable de los errores que cometemos como adulto, pero no lo adoptaría.",,,,,,,,,
SUPERIORIDAD,"Creo que no sería un poco difícil para mí, tal vez también depende de la madurez de cada persona, pero no me gusta ser madrastra.",,,,,,,,,
SUPERIORIDAD,"Cuando me pica el culo, lo rasco con tu opinión.",,,,,,,,,
SUPERIORIDAD,Dar prioridad a los nacionales,,,,,,,,,
SUPERIORIDAD,"Es bueno ayudar a los extranjeros, siempre y cuando no tengan antecedentes penales, sino que los devuelvan a su país.",,,,,,,,,
SUPERIORIDAD,es demasiada carga para el gobierno para satisfacer las necesidades extranjeras cuando los nacionales mueren de hambre también,,,,,,,,,
SUPERIORIDAD,Es mejor hablar muy bien de mí que hablar mal de los demás.,,,,,,,,,
SUPERIORIDAD,"Generalmente, es el hombre quien paga..",,,,,,,,,
SUPERIORIDAD,"La migración ilegal es un verdadero problema, aumenta la pobreza, la delincuencia y la prostitución, no podemos aceptar a los migrantes",,,,,,,,,
